label,comment
0.0,chị em là thủ khoa trần nguyên hãn rồi chị em vào trường học viện báo chí tuyên truyền
0.0,aof lốp xe chất lượng nhất cho những ai aim neu ngành hot
0.0,làm vid như chị mà cũng up tiêu đề với video chả liên quan
3.0,admin xoá vid này đi admin ơi mang tiếng sinh viên ftu mà làm video gây tranh cãi thế hau ptit hanu thì ông vứt đi đâu trong video thế làm content nhớ suy nghĩ kỹ vào
0.0,mình xem hơi trễ nhưng nghĩ nên thêm trường đại học trần quốc tuấn khét nhất đông nam á khi phải đi học bằng cả tính mạng
6.0,cho hỏi đại học ueh là cái nào v mọi người
0.0,đừng vào huce
0.0,đại học luật hn điểm không có nhưng
6.0,epu đâu anh
0.0,lên xem từ miền bắc rồi sang miền nam rồi lại qua miền trung rồi lại nhảy sang miền bắc hóng đầu ví dụ đến cuối ví dụ không thấy trường mình đâu đại học văn hóa hà nội hucccccccccccccc
1.0,ủa giao thông đâu admin
1.0,thấy nhắc đến vinuni nhma không thấy nhắc đến hàng xóm vnua trường mình ngay cạnh thì tui cũng review luôn là trường rộng quả đồng phục nổi vl khoảng cách giữa các giảng đường xa nhưng được cái nhiều cây nên mát
0.0,logo bk để hcmut
1.0,lạy ông này nói chuyện bcuoi chết
0.0,trường đại học công nghiệp hà nội haui của tui đâu rồiiiiiiiiiii
3.0,tôi yêu đh kiến trúc
2.0,anh review về xứ sở mèn mén tp sơn la đi anh
6.0,tóm tắt đầy đủ tiêu chí dí dỏm nhưng thiếu phần quan trọng đó là phần học phí
6.0,thiếu đại học mở rồi dislike
0.0,đại học công đoàn
0.0,logo trường nhân văn hà nội sai mẹ rồi
1.0,sân khấu điện ảnh đối diện thương mại mà không được lên sóng luôn
2.0,hubt sinh viên như quằn què đa số còn giảng viên thì ngược lại
1.0,anh thiếu trường đại học top đại học thủ dầu một
6.0,làm các cao đẳng đi bạn
3.0,mấy trường ở miền bắc thì làm rõ ràng rành mạch còn miền nam thì đọc cho qua đúng phân biệt vùng miền
0.0,coi video của kênh này thì như lồn kiến thức không có làm đơn giản có vài cái còn sai kiến thức nặng nề thậm chí cop nhặt trên mạng thiếu chính xác coi phí cả cuộc đời
2.0,địu má trường tôi đâu không thấy ai nói đến luôn trường kma kma kma ạ
2.0,hồi tháng anh mới về làm giảng viên khóa định hướng cho không fpt bọn em xong mà trường ép đâu anh zai
6.0,logo hust hn sao lại là hcmut
2.0,ủa sao không nói gì đại học bình dương vậy
0.0,đại học bách khoa tên hcmut nhưng logo là hust
0.0,đại học thái nguyên không có sao bảo tất cả các trường đh ở việt nam
0.0,y phạm ngọc thạch và đại học y dược tphcm đại học khoa học tự nhiên tphcm đâu ông chủ kênh thiếu tùm lum
0.0,có nhắc về đại học ngoại ngữ ulis mà không nhắc tới đối thủ năm nào cũng war nhau trong ngành ngoại ngữ là hanu thì thôi nghỉ xem kênh được rồi mà hanu còn mang tên thủ đô cơ
0.0,thiếu đại học ueh bác ơi
0.0,còn đại học mỹ thuật này đại học văn hiến rồi đại học sài gòn văn lang tứ đại bổ túc các miền nữa
1.0,nói đến thương mại mà công nghiệp ở gần lại không nói
0.0,đại học phụ hồ đại học bôn ba đại học trăm mâm học viện nghĩa vụ quân sự
1.0,bạn đã thành công trong việc sử dụng màu sắc để tạo cảm xúc
0.0,thực ra giờ trường thủy lợi thành trường đa ngành rồi
0.0,phenikaa của taa
1.0,cô báo điểm thế thì chít sinh viên
5.0,đại học mở hà nội nơi mà các em sẽ được biết thế nào là chạy cơ sở sấp mặt lờ
3.0,sư phạm vẫn mất phí mà
0.0,đại học hutech đ nhiều hơn sinh viên
6.0,kịch bản lấy từ chatgpt à
6.0,xã hội nhân văn hà nội có tốt không ạ
0.0,neymar sẽ làm bố của messi
0.0,không thấy đại học đà nẵng đâu này chủ yếu làm về kv miền bắc thôi
0.0,anh mình học đh bk hcm city và tốt nghiệp loại bình thường dù không phải trải nghiệm của mình nhưng đk bk hcm là một lựa chọn tốt khi thi vào đk anh mình đang chuẩn bị có thêm bằng thạc sĩ rồi lương tháng cũng cỡ đô la mĩ
0.0,rồi xong luông
2.0,tội nghiệp
6.0,có sao không
4.0,ghê quá
1.0,chúc em mau lành
1.0,mong bạn khỏe nha tui lớp
2.0,thương quá
5.0,trời đất ơi nguy hiểm
5.0,cầu cho con được tai qua nạn khỏi
2.0,mong em an toàn gia đình đừng lo quá
1.0,chúc em mạnh khỏe ạ
3.0,chúc em ấy có nhiều sức khỏe
6.0,trời ơi
5.0,cầu xin anh chú lâm chị
6.0,ban nay bang tuoi em ne em cung hoc lop nhung em da tuoi lon hon ban nay tuoi
2.0,chắc mẹ bạn đó bùn lắm
0.0,zợ quá
0.0,ông nội đang đi và chồng phải bỏ túi
1.0,mong em có thể tiếp tục hovj
0.0,cầu mong cho con bình an
0.0,sợ quá đi thôi à
2.0,giờ đã tròn năm rồi thời gian trôi nhanh quá
6.0,túi thấy lang cang trường thấp quá nếu máy em chạy giỡn cái chon chạy sẽ nhàu đầu làng cang trường phái cao ngan ngực mới đúng nguy hiểm quá
2.0,tôi thấy mấy trường học lang cang thấp máy em hoc sinh giỡn de bị chay te nhàu đầu cái chất lang cang phải cao co tam ngan ngực mình mới an toàn còn này lang cang thấp máy bạn chạy giỡn chon chạy thể nào cũng nhàu đầu
1.0,chúc con mạnh khỏe bình an
1.0,hy vọng em sẽ học lại được và bình an na mô anh di đà phật
1.0,hy vọng lần này bạn sẽ mạnh khỏe
1.0,is that boy alive or dead
1.0,trường mình có bé lớp ba nhảy từ lầu ba xuống nè may mà chỉ gãy chân thôi tội em
0.0,nam mô anh di đà phật cầu mong em bình an trở về bên gia đình
5.0,sợ quá
1.0,cho em hỏi lớp anh lên lớp là học lớp nào ạ
0.0,haki vũ trang
2.0,trường nhà cháu có bạn lớp d bị rơi từ lầu xuống tên là toàn
1.0,ủa lầu thôi mà
0.0,chú tôi ở hòa hải
1.0,ui là troi
2.0,phúc đã đến và đi rất buồn
1.0,chúc em luôn mạnh khỏe
2.0,hú hồn xem như xui nhưng cũng còn tánh mạng mong em được bình an hết bệnh xem như con có số mạng lớn sao này con cẩn thận hơn nhe
1.0,chúc em binh an
0.0,mong em sớm tai nạn qua khỏi
1.0,mong em học sinh bình an hồi phục được trở lại trường
1.0,chết đi cho lành sorry mong nhà em chăm sóc em thật tốt
0.0,trường toi
1.0,hy vọng anh sẽ mau chóng lành ạ
0.0,không chảy máu mới nguy hiểm đó ỷ y sau đó máu chảy gây tsi biến đó
1.0,em ở đây là lớp luôn nè
2.0,cầu chúc em tai qua nạn khỏi sớm bình phục và mạnh khỏe để còn ở bên gia đình em
1.0,hi vọng rằng em sẽ khỏe lại
1.0,pé tập pay
0.0,cầu mong em bình an vô sự
1.0,mong anh mạnh khoẻ bình an
2.0,nguuuu
6.0,may mắn quá em chưa qua chết
1.0,không thể nào tự ngã được có thể là do em đó có ý định tự tử
0.0,mưu sát
1.0,mong con mạnh khỏe bình an
2.0,mg em bình an vô sự
1.0,henh la thuong nhe
0.0,chỗ mình nè
1.0,em học sinh nầy bị ám sát đề nghị các đồng chí công an làm rỏ
1.0,mong em được bình an và nhà trường phải xây rào chắn để không có thương tích xẩy ra
3.0,rơi cũng phải có lý do chứ có khi em ấy bị bạn học bắt nạt ấy
1.0,em sui mong em mau khoe
1.0,thương con
1.0,siuuuuuuuuuuuuuuuuuu
1.0,what tự nhiên rơi phải có lý do chứ
1.0,trai ngoan
3.0,có lẽ rơi từ tầng lầu
1.0,cầu trời phù hộ em được bình an
1.0,nghe hơi sợ nhưng cũng mừng chỉ là chấn thương nhẹ
6.0,sân trg xuống đất saan trg trên trời à
0.0,may mắn nam sinh không bị thương quá nghiêm trọng
2.0,ngày là ngày làm cho tất cả những người phụ nữ có gia đình mà em lại bị rớt từ tầng xuống sót cho em và b mẹ em quá
1.0,chào nha
0.0,trươ người tui ne
2.0,chắc ốm mệt hoa mắt mới bị lộn xuống thương con chúc con màu bình phục
2.0,chỉ chấn thương nhẹ nhưng cũng cầu em luôn mạng khoẻ
2.0,trước tầm cấp cả trường tui có cả tui từng chứng kiến ông chơi ngu nhảy từ tầng của trường xuống ಡ ʖ ಡ
1.0,omg trường em nè chị bửa đó về sớm không xem được
0.0,mình trước ngồi lên lan can quay mặt vào xong đổ ngược ra ngoài may là có cái bục nó gần với mặc áo phao nên cắm đầu xuống chỉ hơi đau nhẹ giờ tầng cũng hơi nguy hiểm với học sinh thật
2.0,cầu mong cho em tai qua lạn khỏi bình an mạnh khỏe
6.0,hay hóng tập mới
0.0,bao giờ bộ này ra tập tiếp admin
3.0,đúng tuổi thơ ngày xưa luôn
4.0,úi dồi ôi
1.0,em muốn trường em vậy nhưng em đang nghẹt mũi
1.0,trường em nếu có mưa là cả trường em đi chơi hết luôn
1.0,mưa vui mà
1.0,tôi thấy trời mưa rất rất vui
1.0,nhìn chơi vui mà lại nói nhất quỷ nhì ma
1.0,nhất quỷ nhì ma thứ ba học trò
2.0,đại học khoa học xã hội và nhân văn chắc lun
0.0,bựa ghê kiếm lúa nhanh thì chỉ có f b
2.0,buồn cười quá muốn nhận lộc anh em vào f b
2.0,em nhớ hồi nhỏ quá khi mà mưa không đi học được em nghĩ nghĩ học một bữa rồi bà ngoại nhéo tai em rồi em phải đi học giờ nhớ quá
1.0,hôm bữa lên lớp nghe thông báo nghỉ về luôn quá đã
3.0,chạy xong quỳ xuống bay mét lun
0.0,ánh mặt của hội học sinh chx bao h làm tui thất vọng
0.0,vui thì vui thật nhưng tui thấy có người đi xe không đội mũ bảo hiểm đã vầy còn chất nữa chứ
6.0,mỗi lần trời mưatrường em khôngcho tắm mưa nếura mưa bị mấy anh chị sao đỏghi tên mà cònbị ghi vào sổ đầu bài nữamà á cô hiểutrưởng có nhắtnhưng có mấy em lớp cứ chạy ratắm mưa cái bị ghi tênmà còn bị ghisổ
5.0,té cái là xong luôn
6.0,hết giờ làm việc với các đối tượng khách cho em
0.0,t có trong đó nè
0.0,thế này là đi bơi miễn phí
4.0,tôi rất thích ngập nhưng ngập nhiều thì tôi không thích
2.0,tuổi thơ của học sinh thời nay chứ
0.0,mình rất thích trời mưa để mình chơi ở lớp
0.0,trường tôi ngậy lên tới tần luôn
1.0,ph biết chắc hơi bị vui đấy
1.0,kỉ niệm học sinh trong ngày mưa lũ
3.0,trời mưa tới cũng là một tuổi thơ ùa về
1.0,cũng vui mà nhỏ còn học sinh thì vui lắm lớn lên thì cực khổ đi làm
1.0,hahahahaha thật vui
2.0,lớp t hôm trước hành lang ướt do mưa hất vô mấy khứa bạn ra trượt mưa
2.0,bão yagi nè
2.0,giáo viên thì lo cho hs hc sinh thì lo vì mùa lũ không bít nên nghịch và chơi gì cho vui
6.0,nước cống tràn lên bơi hơi bị thơm
6.0,lâu rồi không nghịch mưa giờ xem video này cũng muốn thử lại ghê
2.0,lúc khi tôi đang học đại học thì trường tôi bị ngập lụt cuối cùng là tôi phải lấy cano của tôi ra cuối cùng là tôi đã rủ bạn bè và bạn bè của tôi thì nhấn vào phần đuôi của canô còn tôi thì lái lúc đó là vui vẻ lắm tiếng cười luôn lúc đó là giờ ra chơi tao đang học từ trên cuối cùng lúc đó vui lắm nhưng mà thời gian trôi nhanh thật tôi đang ở trường học đấy và học cùng tôi rồi cuối cùng là đã có hai
0.0,mai ốm cả lũ
1.0,xong biết đâu lại có cá thế là bọn nó còn nướng cá để ăn trong lớp nữa
1.0,lớp em trời mưa là ra quẩy quẩy quẩy quẩy quẩy tắm mưa hoài luôn bị cô la chửi cô luôn
4.0,tôi mong lên cấp cấp quá ngập nước ở trường chắc lúc đó tôi sẽ nga đá trận mấy đứa bạn xuống nước luôn
1.0,như lớp tôi là trượt đùi như rolando á
1.0,tui từng tắm mưa cái lúc vô học tui và mấy đứa tắm bị ghi vô sổ đầu bài
0.0,trường lớp tui nó toàn ra hành lang trượt không à
0.0,đây là tui lúc cấp
1.0,ừ thì hôm nay chơi vui thật nhưng mà ngày nghỉ hết nữa trường
5.0,tôi rất thích trời mưa lũ
1.0,tuổi thơ ùa về
0.0,khi trường tui bị ngập tui cũng hay ra nghịch nước
1.0,em thích tấm mưa lắm
1.0,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaiiiiiiiiiiiiihihihihihihihihihihijijijijihihihihih
0.0,tui chưa thấy lũ lụt ở chô tui bao giờ tại ở vùng cao nguyên
2.0,em em là trường cũng giống như thế nghe nhạc tùm mà em thấy mấy anh chị đang chơi game mà anh chị đó em rủ em chơi luôn chơi đúng cũng vui thật nhưng mà có điều là hơi ít đồ vui quá là vui ơi là vui có bữa anh chỉ cần cầm xô nước rồi lên đầu em
0.0,lớp tôi cũng như này
1.0,em thích mưa nhiều
1.0,thầy cô bó tay luôn
3.0,tao bị bể đầu vì cho chơi này
0.0,năm lớp là lớp t y trang
0.0,tuổi thơ
1.0,mưa lũ chơi kiểu này cũng vui phết
0.0,nhìn vui phết nhỉ
2.0,lớp tui mấy ngày như thế này thì ngày đó thi bơi quá trời
2.0,zoomers mới nghĩ vậy chứ đời của millennials thì khác
1.0,hồi đó t đi học đang học thì trường sập mái ngay lớp t t trốn đi wc tới gần ra về mới bt lớp t đi sang hc ké lúc đó tỡnnnnnn
1.0,mưa to trường t lấy máy bay giấy ra ném cho giáo viên dọn cầm nc đổ nhau lúc mưa
3.0,tắm thì tắm chơi thì chơi mấy thầy nói chỉ sợ khúc em hứa học bài và chép bài đầy đủ mà gọi lên thì toàn bảo hôm trước em ốm nghỉ nên không học bài được
1.0,lúc cho nghỉ thì đi học lúc kêu học thì nghỉ
1.0,mong trong năm học có vài hôm bão để nghịch như này
1.0,tui thích
1.0,giống trường t trường t thấy mưa là bay ra tắm thầy cô nhìn bất lực bắc bảo vệ bay ra chung luôn
6.0,mỗi lần nhà nội t bị nước ngập là t ra bơi liền
2.0,đến trường là cái quần nó ước từ éo xuống gót chân lạnh lẽo ghê gớm mùi thì không phải bàn được cái mùa này hc trong lớp không cần mở quạt gió thỏi muốn gãy cửa cũng đã lắm
1.0,vui ta
1.0,hôm qua thì làng mình vừa mưa lớn xong thì cả mương đường và ngoài sân của mọi nhà đều ngập mưa người lớn thì buồn với thanh thở với ông trời sao cứ thích mưa lớn mãi vậy còn lũ trẻ con bọn mình thì từng nhà một đáng trẻ con ùa ra có mấy đứa không biết thì được bạn rủ ra chơi mình và em gái của mình cũng thế không biết gì thì được chị mình rủ ra chơi cả đường ngập lũ hết mấy đứa con gái chạy qua chạy lại rồi tãi nước vào nhau còn mấy đứa con trai thì có đứa đi xe đạp lướt qua có đứa thì tãi nước trêu mấy đứa con gái còn có đứa thấy mấy con cá bị trôi vào thì cầm chai với lọ ra bắt xong bọn mình còn lội xuống mương để chơi nữa cả mương ngập nước hết cả đám chạy khắm mương luôn hôm đấy vui lắm đúng là tuổi thơ của mình thật là vui và hôm đó là ngày xui xẻo nhất của người lớn nhưng lại là ngày vui nhất của đám trẻ con bọn mình
2.0,báo quá trôi
0.0,cái gì vậy trời đây là không phải biển
1.0,nhớ hồi cấp mưa ngập cả trường gấp thuyền giấy ra thả cả trưa không ngủ vì sợ mưa to ngập vô lớp ta nói thiệt chứ mưa to nó ngập gần vô lớp
1.0,good evening
3.0,đúng là một xã hội nghèo và lạc hậu nhất châu á không biết nhục nhã lại còn chém gió
6.0,cho em xin tên nhạc
2.0,hazz nhớ thời hc sinh quá
1.0,may không em nào bị thương cả
1.0,sướng vậy
3.0,trường của con tên là trường th và thcs trung hưng khi học tiếng anh khi đang cắm điện bị đứt khi nổ
6.0,gê quá
1.0,ước gì mình cũng được như vậy khỏi đi học
0.0,t kiểu
3.0,nó phải nhiều cái đồ dễ bắt lửa mới phải lo còn tường ghạch bê tông thì tìm chỗ thoáng chạy ra tránh nghạt khói thôi là được
0.0,trưởng của con tên là tiểu học tam bình ạ trường con bị cháy ở ngày hôm nay ạ ngày ạ chúng con đang học thì tự nhiên phòng tin học bị cháy ạ vì dây nguồn bị đứt ngay chỗ tin học và nó cháy loan ra hết nó loan ra phòng ăn và phòng tin học kế bên lúc đó chúng con đang học thì bạn tuấn kiệt nói với con là ngoài cửa sổ có khói lúc đó con nói kệ đi kệ đi sau đó cô chủ nhiệm nói với chúng con với thầy phương là cháy rồi cháy rồi thầy ơi con không hề hoảng loạn con nói với các bạn là mọi người bình tĩnh đi không sao đâu các bạn lấy giấy bịt miệng bịt mũi lại và cúi xuống chạy con đã học bài rút ra là nếu cháy thì cứ bình tĩnh đã không gì phải sợ chúng ta là anh hùng nhí là người cháu dũng cảm dù cặp của con trên đó mà con không lo sợ không nên sợ vì có cứu hộ rồi không sợ nhé con đã lấy cặp được và con vui khi mọi người an toànmà lúc con ra về con nghe bạn nói chú ơi có học sinh bị t ử v o n g rồi chú ơi con lo sợ trong lòng kêu không sao đâu không sao
2.0,trời ơi trường cũ của tôi
4.0,sao cháy vậy
1.0,bọn nó vui nên hét á
4.0,cháy nhỏ thế thôi mà cũng khóc
2.0,sợ thiệt
0.0,tốt nhất trường sẽ có hơn bình chữa cháy để dập
3.0,ước gì trường tôi cg thế
1.0,nghe tin xong nỗi da gà
1.0,mấy đứa nhóc này tại soa lại khóc mình phải giui lên chứ
0.0,mình học trường đó nè
6.0,tôi học trường tiểu học lê lợi mà
2.0,chắc các em hs rất đau buồn vì vụ cháy
5.0,hà nội sao toàn cháy không vậy
3.0,ủ trường em mà
3.0,không phải cháy chắc hôm nay thứ tư có đấy
0.0,trong đó có bạn khác trường của tôi
5.0,hút thuốc lá gió thổi lá hoặc giấy đến cháy
1.0,trường mình đang học
2.0,t có niềm tin rồi rằng hơn nữa số học sinh trong đó vừa sợ vừa vui sợ thì hẳn là sợ lửa hóa kiếp rồi nhưng vui về cái gì thì ai cũng biết
5.0,chắc ông nào cầu nguyện cháyy đây mà
1.0,sướng vl
0.0,tôi là lính cứu hỏa
1.0,xin zía
1.0,mơ ước của nhiều học sinh nào đó
1.0,ước gì
1.0,fun fact đang thi thì lớp khác cháy cả lớp được điểm khỏi thi
0.0,tôi cũng vậy trường tiểu học trần văn ơn lớp đang cháy quạt và lớp đang cháy đèn và hơn lớp chưa cháy lí do là mình phải tắt cầu dao nếu mình tắt cầu dao thì lớp này sẽ an toàn hơn
1.0,cảm xúc của các em sau khi cháy trường
1.0,thằng nhỏ áo trắng vui cực luôn chắc nó bé nó lớp nên mới mừng
5.0,trương t nè lúc đó mới lớp hoi sợ vãi
0.0,nếu là trường học của em thì em cũng không có biết làm sao anh cháy trườngggggggggggggggggggggggggggggggggggggggggggggggggggggggggg
0.0,đến trường là một ngày buồn ủa lộn ngày vui
0.0,i dont understand ừm
2.0,ước mơ của bao nhiêu người
6.0,trời ơi cháy mà còn đứng ở cổng trường thì có thể làm được gì cho bé mà còn gây rắc rối cho đội cứu hỏa ykr
1.0,hết trung cư mini ở hà nội bây giờ tới trường tiểu học hà nội haizzz
0.0,đúng với cái câu đến trường là ngày vui
1.0,bọn được ở nhà thì vui lắm
0.0,may qua người khong sao
0.0,ra trường được năm thì trường cũ cháy
2.0,trương quang ninh cung chat
1.0,có bao giờ cũng em
3.0,cac co can than qua tot
2.0,may tui hoc truong th ben tam chi linh
4.0,ôi may vãi vừa lúc được lên cấp chứ không là xin là xin vĩnh biệt cụ
2.0,em từng học trường này từ lớp đến lớp nhưng lớp chỉ học mấy tháng đầu
0.0,may học khối b
0.0,chắc có học sinh nào đó đang bắn fi fai nên trường cháy
0.0,xưa học nội trú đến tối chỉ mong cúp điện nhiều thằng nó còn hỏi tạt nước vào cầu dao tổng có cúp điện không sau trường trang bị máy phát điện thì mấy thằng dở hơi mới không lượn lờ quanh cầu dao tổng nữa ai từng học dân lập nguyễn khuyến cơ sở chắc vẫn nhớ mấy vụ này
0.0,em của tui học trường đấy rồi một em bé hơn học ngay mầm non yên hòa
3.0,đã v trời được nghỉ học rồi
1.0,ước mơ của các thế hệ học sinh
0.0,ước gì trường tao cũng cháy
0.0,ước mơ tôi
1.0,đây là mơ ước của hả cấp
1.0,mấy nhóc kiểu vui quá được nghĩ rồi
1.0,ước mơ bao thế hệ của bao học sinh
1.0,ngày xưa trường tôi chập điện lúc đó hoảng lắm nhưng khi nghe được về thì tôi lại hét trong vui sướng
1.0,may mắn cho các bạn hs này vì phát hiện sớm đám cháy xảy và không có chuyện gì nguy hiểm đến tính mạng cả chúng ta hãy luôn cẩn thận bảo vệ cho bản thân và tính mạng của mình nhé
3.0,hay là bọn nó đốt trường nhỉ thôi bạy bạ quá
0.0,ngày xưa em học trường yên hoà đó
1.0,chúng nó hét vì vui đấy
2.0,o có ai chết thất vọng ghê
1.0,gào thét trong cơn vui khi sắp được nghỉ hc
1.0,ước mơ của bao học sinh trường này đã thành sự thật
0.0,em học ở thcs yên hòa bảo sao đang học lại có tiếng xe ch
1.0,t ước gì trường t cũng như n v
1.0,có mấy ông chị chị ước trường cháy kiểu tụi nó sướng thế nhở
5.0,chắc vụ cháy trường này sẽ làm cho các em hc sinh ám ảnh trong suốt một thời đi hc mà coi để ý có mấy bé khóc nữa mà nhìn mà thấy sót
1.0,ước mơ đã trở thành hiện thực
6.0,cậu vẽ oc cho mình được không ạ cái nhỏ tóc đỏ mà buộc hai bên mình đăng bên cđ ý
0.0,nếu cháy vào ngày thi cuối nămhọc sinh yeaa khỏi thi rồi
1.0,t đảm bảo sẽ có vài đứa đứng bên dưới cười
2.0,trường này gần nhà em đó chị
1.0,đây là điều ước của các học sinh
1.0,chắc tụi nó vui lắm
2.0,vụ cháy thật kinh hoàngmong không có thiệt hại nặng
1.0,đây chắc chắn là ước mơ ủa mọi lứa tuổi hs nhưng mà nhìn nó lạ lắm
1.0,mong mọi người không ai bị thương fun nếu mà là trường t tụi nó vừa đi vừa nhảy d không nhận gạch đá ok
1.0,nói không có ý gì đâu nhưng tui biết ở đâu có mấy người thầm nghĩ ước mơ bấy lâu nay đã thành sự thật
1.0,điều ước của bao nhiêu hs
3.0,cháy như fifai vậy
2.0,xin lỗi các cháu ước mơ cháy trường của chú đến giờ mới thành hiện thật
1.0,ôi trường cũ của tôi nó mà cháy hẳn thì buồn lắm biết bao kỉ niệm vui ở đấy và h chỉ toàn kỉ niệm buồn hầu hết các bạn hồi học cùng tôi hồi đấy gần như bỏ tôi hết rồi h chỉ có đến đấy nhớ lại thôi
0.0,toi la hoc sinh cua truong
0.0,khoong được oi lai lop khong kieu
5.0,mình cũng từng bị như thế này do quạt b chợp nên cháy hên chỉ khói thôi chứ không bị cả
0.0,thì ra những tiếng thét ấy là tiếng ăn mừng
0.0,không cứu nổi làm bài đ mà tính bài thi ra đ
1.0,biết sao không bé tưởng lấy đây
6.0,đỉnh voãi
1.0,sửa thành luôn
1.0,kiện cho cô giáo đi tù luôn thay đổi lại khoản điểm đi không tính điểm tối đa mà tính điểm mấy bé thích số lớn có động lực hơn
0.0,mình thi môn toán được điểm
0.0,tiểu học mà là thấp đấy
2.0,hồi đó thi được đ là tao mừng lắm á bây
1.0,hahahaha
1.0,bạn ấy tưởng là là trừ nên thành
1.0,con này học giỏi
1.0,bộ muốn bị đánh lắm hả
3.0,được rồi
2.0,điểm là bằng điểm mà không phải là điểm vì kết quả con đúng không có sai không có gian lận mà
3.0,dung la nen giao duc cua cong san xa hoi chu nghia vay con dua len mang cuoi duoc nua dung la y thuc kem qua troi khong biết hoi tai sao con minh lai nhu vay
1.0,là cô cũng quýnh
0.0,bé chưa có học
1.0,em học lớp hai thôi mà em hiểu luôn rồi
0.0,tóc để chấm mắt vậy
3.0,mày bị điên à
0.0,em mới thi kì môn toán và môn tiếng việt em được chữ đđ
4.0,ảo vãi chưởng
3.0,bại não
1.0,đúng bé chưa biết là phải
1.0,chắc bé nó tưởng là
0.0,học lớp nhưng tôi vẫn hiểu dấu phẩy
3.0,tính sai sai nha mới đúng
3.0,ui giời ạ đ được ngồi mà còn lớn hơn trong khi không bị cô đập
0.0,chưa học số thập phân là chưa biết điểm sao hết
1.0,nó tưởng
3.0,laf mej minhf ddanhs toiw tar ddoas
1.0,hảo hán
1.0,hồi lớp được điểm mà điểm
2.0,đ
0.0,ủa soi bản tên thì thấy bé lớp cũng đúng thôi vì tui lớp mới học số thập phân nè
1.0,chắc tưởng là
0.0,mấy bạn kiểu tao ổn nha
1.0,bé đó có thể nhìn lộn hoặc chưa bt dấu bé tưởng đó có thể là dấu nên tưởng nên mới nói là điểm
0.0,bé nó chx lp nx tr
0.0,tưởng cấp là làm tròn lên
0.0,chắc bé lấy quá
